participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.age,player.gender,player.profession,player.difficult,player.performed_well,player.interesting,player.feel_time_pressure,player.need_work_fast,player.feel_hurried_rushed,player.total_task_time,player.relevant_marks,player.marked_as_relevant,player.queries_issued,player.documents_viewed,player.serps_viewed,player.document_view_time,player.serp_view_time,player.hover_depth,player.current_hover_depth,player.topicname,player.topicdes,player.topicnar,player.treatment,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
97,nj0vqc0x,,0,0,3,,,,,,0,,,0,97,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
98,yut9gmlo,,0,0,3,,,,,,0,,,0,98,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
99,z01dxbz9,,0,0,3,,,,,,0,,,0,99,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
100,6lnizfki,,0,0,3,,,,,,0,,,0,100,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
101,7jl59ucb,,0,0,3,,,,,,0,,,0,101,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
102,cdd8wz2p,,0,0,3,,,,,,0,,,0,102,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
103,yboawtpu,,0,0,3,,,,,,0,,,0,103,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
104,ix7xp7sr,,0,0,3,,,,,,0,,,0,104,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
105,5bywo83h,,0,0,3,,,,,,0,,,0,105,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
106,yhmmbllu,,0,0,3,,,,,,0,,,0,106,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
107,n4zte7ea,,0,0,3,,,,,,0,,,0,107,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
108,y9afoug1,,0,0,3,,,,,,0,,,0,108,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
109,gqp59hmg,,0,0,3,,,,,,0,,,0,109,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
110,on8jkh96,,0,0,3,,,,,,0,,,0,110,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
111,c46txjvz,,0,0,3,,,,,,0,,,0,111,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
112,ei2u2s1v,,0,0,3,,,,,,0,,,0,112,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
113,i4awy632,,0,0,3,,,,,,0,,,0,113,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
114,u8phl6ew,,0,0,3,,,,,,0,,,0,114,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
115,0zhi30cr,,0,0,3,,,,,,0,,,0,115,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
116,ygbj8oxu,,0,0,3,,,,,,0,,,0,116,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
117,cpdum1db,,0,0,3,,,,,,0,,,0,117,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
118,l6l0mrha,,0,0,3,,,,,,0,,,0,118,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
119,lb1kc9zg,,0,0,3,,,,,,0,,,0,119,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
120,3revzxpr,,0,0,3,,,,,,0,,,0,120,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
121,gyad1tj4,,0,0,3,,,,,,0,,,0,121,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
122,ocdehpax,,0,0,3,,,,,,0,,,0,122,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
123,j6vcgljl,,0,0,3,,,,,,0,,,0,123,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
124,cf6p5grv,,0,0,3,,,,,,0,,,0,124,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
125,tv0wstlc,,0,0,3,,,,,,0,,,0,125,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
126,qq9iq1oy,,0,0,3,,,,,,0,,,0,126,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
127,hq3ngego,,0,0,3,,,,,,0,,,0,127,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
128,s5cntp6p,,0,0,3,,,,,,0,,,0,128,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
129,tgdh94rn,,0,0,3,,,,,,0,,,0,129,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
130,jy50uqpm,,0,0,3,,,,,,0,,,0,130,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
131,4bzlxoth,,0,0,3,,,,,,0,,,0,131,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
132,kec09rzo,,0,0,3,,,,,,0,,,0,132,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
133,sjsaokgv,,0,0,3,,,,,,0,,,0,133,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
134,qfysbqjl,,0,0,3,,,,,,0,,,0,134,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
135,szs14qe1,,0,0,3,,,,,,0,,,0,135,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
136,jamatfkl,,0,0,3,,,,,,0,,,0,136,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
137,jau7jqls,,0,0,3,,,,,,0,,,0,137,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
138,ijr5erib,,0,0,3,,,,,,0,,,0,138,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
139,h9ocqqsx,,0,0,3,,,,,,0,,,0,139,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
140,rk8wzwtb,,0,0,3,,,,,,0,,,0,140,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
141,jp9m67r5,,0,0,3,,,,,,0,,,0,141,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
142,iv0hfg2f,,0,0,3,,,,,,0,,,0,142,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
143,rqfmahev,,0,0,3,,,,,,0,,,0,143,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
144,bs4durca,,0,0,3,,,,,,0,,,0,144,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
145,90bme4um,,0,0,3,,,,,,0,,,0,145,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
146,2746gh18,,0,0,3,,,,,,0,,,0,146,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
147,mvsw1sck,,0,0,3,,,,,,0,,,0,147,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
148,vne1fie1,,0,0,3,,,,,,0,,,0,148,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
149,m6lh3an2,,0,0,3,,,,,,0,,,0,149,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
150,yohfrf1r,,0,0,3,,,,,,0,,,0,150,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
151,z849vpa4,,0,0,3,,,,,,0,,,0,151,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
152,51f7wjig,,0,0,3,,,,,,0,,,0,152,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
153,oclk5zoo,,0,0,3,,,,,,0,,,0,153,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
154,tw4xl7h8,,0,0,3,,,,,,0,,,0,154,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
155,xx8eqvme,,0,0,3,,,,,,0,,,0,155,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
156,78dn6djk,,0,0,3,,,,,,0,,,0,156,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
157,ww86u3yk,,0,0,3,,,,,,0,,,0,157,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
158,5mhf6g6k,,0,0,3,,,,,,0,,,0,158,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
159,e3dytyr6,,0,0,3,,,,,,0,,,0,159,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
160,fapzjbtj,,0,0,3,,,,,,0,,,0,160,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
161,vbtfo2tq,,0,0,3,,,,,,0,,,0,161,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
162,h5nq3p3b,,0,0,3,,,,,,0,,,0,162,,,,,,,,,,,,,,,,,,,,Journalist Risk,"Identify instances where a journalist has been put at risk (e.g., killed, arrested or taken hostage) in the performance of his work.","Any document identifying an instance where a journalist or correspondent has been killed, arrested or taken hostage in the performance of his work is relevant.",1,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
163,nvvp7v85,,0,0,3,,,,,,0,,,0,163,,,,,,,,,,,,,,,,,,,,Piracy,"What modern instances have there been of old fashioned piracy, the boarding or taking control of boats?","Documents discussing piracy on any body of water are relevant.  Documents discussing the legal taking of ships or their contents by a national authority are non-relevant.  Clashes between fishing vessels over fishing are not relevant, unless one vessel is boarded.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
164,pd0hnyba,,0,0,3,,,,,,0,,,0,164,,,,,,,,,,,,,,,,,,,,Population Growth,What measures have been taken worldwide and what countries have been effective in curbing population growth?,"A relevant document must describe an actual case in which population measures have been taken and their results are known. The reduction measures must have been actively pursued; that is, passive events such as disease or famine involuntarily reducing the population are not relevant.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
165,zqagzf6p,,0,0,3,,,,,,0,,,0,165,,,,,,,,,,,,,,,,,,,,Wildlife Extinction,The spotted owl episode in America highlighted U.S. efforts to prevent the extinction of wildlife species. What is not well known is the effort of other countries to prevent the demise of species native to their countries. What other countries have begun efforts to prevent such declines?,"A relevant item will specify the country, the involved species, and steps taken to save the species.",0,3,3,0,1,3,1,1rtfn3fg,tom-daniel,,,,,0
